ID,text,food,restaurant,atmosphere,drinks,location,service
BHD#9:3,Can't wait to go back.,0,1,0,0,0,0
BzG#1:0,The Cypriot restaurant has a lot going for it.,0,1,0,0,0,0
BzG#1:1,But the best pork souvlaki I ever had is the main thing.,1,0,0,0,0,0
BzG#1:3,Run don't walk.,0,1,0,0,0,0
EVPK#10:0,Super YUMMY Pizza!,1,0,0,0,0,0
EVPK#10:1,I was visiting New York City with a friend and we discovered this really warm and inviting restaurant.,0,0,1,0,0,0
EVPK#10:3,"We had half/half pizza, mine was eggplant and my friend had the buffalo and it was sooo huge for a small size pizza!",1,0,0,0,0,0
EVPK#10:4,"We had fun eating in there, we were there like around 3 a.m. in the morning!",0,1,0,0,0,0
EVPK#10:5,"Will comeback for sure, wish they have it here in LA..",0,1,0,0,0,0
Z#3:1,"The space kind of feels like an Alice in Wonderland setting, without it trying to be that.",0,0,1,0,0,0
Z#3:2,"I paid just about $60 for a good meal, though :)",1,0,0,0,0,0
Z#3:3,Great sake!,0,0,0,1,0,0
Y#7:0,"Reliable, Fresh Sushi",1,0,0,0,0,0
Y#7:3,Have never had a problem with service save a missing rice once.,0,0,0,0,0,1
Y#7:4,Delivery can be spot on or lacking depending on the weather and the day of the week.,0,0,0,0,0,1
Y#7:5,Delivery guy sometimes get upset if you don't tip more than 10%.,0,0,0,0,0,1
Y#3:0,Best. Sushi. Ever.,1,0,0,0,0,0
Y#3:1,This place has ruined me for neighborhood sushi.,1,0,0,0,0,0
Y#3:2,"Creative, consistent, fresh.",1,0,0,0,0,0
Y#3:4,Not cheap but very yummy.,1,0,0,0,0,0
Y#3:5,Love it.,0,1,0,0,0,0
Y#2:0,"Very, very nice",0,1,0,0,0,0
Y#2:1,"The place is a bit hidden away, but once you get there, it's all worth it.",0,1,0,0,1,0
WE#9:0,Loved It,0,1,0,0,0,0
WE#9:2,We had a very nice time.,0,1,0,0,0,0
WE#9:4,I'd definitely go back again.,0,1,0,0,0,0
TR#3:0,Great place to relax and enjoy your dinner,0,0,1,0,0,0
TR#3:1,There is something about their atmosphere that makes me come back nearly every week.,0,0,1,0,0,0
TR#3:2,"Place is open till late, no dress code.",0,1,0,0,0,0
TR#3:4,Highly recommended!,0,1,0,0,0,0
TM#7:0,Excellent food for great prices,1,0,0,0,0,0
TM#7:1,My husband and I have been sold on this from the first visit.,0,1,0,0,0,0
TM#7:2,The wait staff is very courteous and accomodating.,0,0,0,0,0,1
TM#7:4,There are no negatives to speak of.,0,1,0,0,0,0
RL#7:0,the bestt!,0,1,0,0,0,0
RL#7:1,my favorite place lol,0,1,0,0,0,0
RL#7:2,i love their chicken pasta cant remember the name but is sooo good,1,0,0,0,0,0
RL#3:0,its alright,0,1,0,0,0,0
RL#3:1,"im not necessarily fanatical about this place, but it was a fun time for low pirces.",0,1,0,0,0,0
RL#3:2,"lobster was good, nothing spectacular.",1,0,0,0,0,0
RL#3:3,"its just a fun place to go, not a five star restaraunt.",0,1,0,0,0,0
PP#9:0,Way below average,0,1,0,0,0,0
PP#9:1,I think the pizza is so overrated and was under cooked.,1,0,0,0,0,0
PP#9:3,Would NEVER go back,0,1,0,0,0,0
PP#4:0,I love this place,0,1,0,0,0,0
PP#4:1,I wasn't here for the pizza so I can't comment on that yet but what I had was very good.,1,0,0,0,0,0
PP#4:2,The service was quick and friendly.,0,0,0,0,0,1
PP#4:3,Everyone was smiling so that made me feel welcome.,0,0,0,0,0,1
PP#4:4,I thought the restaurant was nice and clean.,0,1,1,0,0,0
PP#4:5,I ordered the vitello alla marsala and I was pretty impressed.,1,0,0,0,0,0
PP#4:7,The potato balls were not dry at all... in fact it was buttery.,1,0,0,0,0,0
PP#4:8,The only downside... they only take cash which is OK if you know about it ahead of time.,0,1,0,0,0,0
PP#4:9,I'll be back for sure.,0,1,0,0,0,0
P#1:0,WORST PLACE ON SMITH STREET IN BROOKLYN,0,1,0,0,0,0
P#1:2,I would never recommend this place to anybody even for a casual dinner.,0,1,0,0,0,0
RL#9:0,awesome,0,1,0,0,0,0
RL#9:1,the food is always fresh ...,1,0,0,0,0,0
Y#5:1,Went here on sat 1/26 and was disappointed.,0,1,0,0,0,0
Y#5:2,Chicken teriyaki had tomato or pimentos on top??,1,0,0,0,0,0
Y#5:3,food was luke warm.,1,0,0,0,0,0
Y#5:4,The waitress was not attentive at all.,0,0,0,0,0,1
Y#5:5,I was looking for banana tempura for dessert and they dont have.,1,0,0,0,0,0
TFS#8:0,"Not because you are ""The Four Seasons""...  you are allowed to charge an arm and a leg for a romatic dinner.",0,1,0,0,0,0
TFS#8:2,I do not think dinner in Manhattan should cost $400.00 where I am not swept off my feet.,1,0,0,0,0,0
Y#4:0,"Red Dragon Roll - my favorite thing to eat, of any food group - hands down",1,0,0,0,0,0
Y#4:2,"If you don't like it, I don't know what to tell you.",1,0,0,0,0,0
Y#4:3,The Seafood Dynamite is also otherworldly.,1,0,0,0,0,0
Y#4:4,I'm not even going to bother to describe it; it speaks for itself.,1,0,0,0,0,0
Y#6:0,Favorite Sushi in NYC,1,0,0,0,0,0
Y#6:3,"In the summer months, the back garden area is really nice.",0,0,1,0,0,0
Y#6:5,"The Dancing, White River and Millenium rolls are musts.",1,0,0,0,0,0
RL#4:0,SO GOOD,0,1,0,0,0,0
RL#4:1,I CAN EAT HERE EVERY DAY OF THE WEEK REALLY LOL LOVE THIS PLACE ...),0,1,0,0,0,0
P#10:0,Gross food  Wow-,1,0,0,0,0,0
P#10:1,I can't remember the last time I had such gross food in New York.,1,0,0,0,0,0
P#10:2,My quesadilla tasted like it had been made by a three-year old with no sense of proportion or flavor.,1,0,0,0,0,0
P#10:3,And $11 for a plate of bland guacamole?,1,0,0,0,0,0
P#10:5,"Don't get me started on the margaritas, either.",0,0,0,1,0,0
P#10:6,Mine tasted like the bartender had forgotten to add the tequila.,0,0,0,1,0,0
P#10:8,Save your money and your time and go somewhere else.,0,1,0,0,0,0
P#10:9,"Oh, and I never write reviews--I just was so moved by how bad this place was, I felt it was my duty to spread the word.",0,1,0,0,0,0
TM#3:0,Great Indian Food!,1,0,0,0,0,0
TM#3:2,When I got there the place was packed but they made sure to seat me quickly.,0,0,0,0,0,1
TM#3:4,I noticed alot of indian people eatting there which is a great sign for an indian place!,0,1,0,0,0,0
TR#1:1,The staff is very good.,0,0,0,0,0,1
TR#1:2,Love their drink menu.,0,0,0,1,0,0
TR#1:3,I highly recommend this beautiful place.,0,1,1,0,0,0
TR#8:0,Nice for one time special occasion.,0,1,0,0,0,0
TR#8:2,They honored reservation on Sunday afternoon very well. ,0,0,0,0,0,1
TR#8:4,We were offered water for the table but were not told the Voss bottles of water were $8 a piece.,0,0,0,1,0,0
TR#8:5,Food was OK.,1,0,0,0,0,0
TR#8:6,Nice view of river and NYC.,0,0,0,0,1,0
BG#1:0,I come here enjoy very much with husband.,0,1,0,0,0,0
BG#1:1,Remind me of home.,0,1,0,0,0,0
BG#1:2,Great survice,0,0,0,0,0,1
ADLT#4:0,MMMMMMMMMmmmmmm so delicious,1,0,0,0,0,0
CLF#1:0,A beautifully designed dreamy Egyptian restaurant that gets sceney at night.,0,0,1,0,0,0
CLF#1:2,"Oh, and there's hookah.",0,0,1,0,0,0
P#9:0,Raymond the bartender rocks!,0,0,0,0,0,1
P#9:1,Pacifico is a great place to casually hang out.,0,1,0,0,0,0
P#9:3,The omlette for brunch is great...,1,0,0,0,0,0
P#9:4,"the spinach is fresh, definately not frozen...",1,0,0,0,0,0
P#9:6,A weakness is the chicken in the salads.,1,0,0,0,0,0
P#9:7,"It's just average, just shredded, no seasoning on it.",1,0,0,0,0,0
P#9:8,"Also, I personally wasn't a fan of the portobello and asparagus mole.",1,0,0,0,0,0
BG#6:0,Best Indian Restaurant in the City,0,1,0,0,0,0
BzG#4:0,This small Astoria souvlaki spot makes what many consider the best gyros in New York.,1,0,0,0,0,0
NP#10:0,Best restaurant in Brooklyn,0,1,0,0,0,0
NP#10:1,The best!,0,1,0,0,0,0
NP#10:3,The veal was incredible last night.,1,0,0,0,0,0
NP#10:4,"Fresh, mind blowing flavors.",1,0,0,0,0,0
NP#10:5,This place is a must visit!,0,1,0,0,0,0
BHD#2:2,"Delicious, creative and fun.",1,0,0,0,0,0
Z#11:0,Got a date? Go here!,0,1,0,0,0,0
Z#11:1,Every time I have a special occasion with my boyfriend I have a hard time going anywhere else.,0,1,0,0,0,0
Z#11:2,It is so romantic.,0,0,1,0,0,0
Z#11:3,"Its dark, and cozy.. there is always jazz music playing when we go.",0,0,1,0,0,0
Z#11:4,Most of the booths allow you to sit next to eachother without looking like 'that' couple.,0,0,1,0,0,0
Z#11:5,The food is all shared so we get to order together and eat together.,1,0,0,0,0,0
Z#11:7,Once you try it for a special occasion beware.. you can't stop!,0,1,0,0,0,0
Z#11:8,"You'll be ther for every anniversary, birthday, valentines day...",0,1,0,0,0,0
WE#4:0,For a Fabulous Wedding!,0,1,0,0,0,0
WE#4:1,My daughter's wedding reception at Water's Edge received the highest compliments from our guests.,0,1,0,0,0,0
WE#4:3,Service was wonderful;,0,0,0,0,0,1
WE#4:4,everyone was cheerfully cooperative and helpful.,0,0,0,0,0,1
WE#4:5,"Paul, the maitre d', was totally professional and always on top of things.",0,0,0,0,0,1
WE#4:6,Thank you everyone at Water's Edge.,0,1,0,0,0,0
TR#2:0,would NOT go back.,0,1,0,0,0,0
TR#2:3,"The bar drinks were Eh, ok to say the least.",0,0,0,1,0,0
TR#2:4,The stuff tilapia was horrid...tasted like cardboard.,1,0,0,0,0,0
TR#2:5,"We thought the dessert would be better, Wrong!",1,0,0,0,0,0
TR#2:6,$170 down the toilet...,0,1,0,0,0,0
TR#2:7,"oh speaking of bathroom , the mens bathroom was disgusting.",0,0,1,0,0,0
TR#2:8,"The floor was wet, the trash can filled with hand towels n all over the floor, no soap, and no hand towels left.",0,0,1,0,0,0
TFS#10:0,Good Experience,0,1,0,0,0,0
TFS#10:4,"However, our main course was wonderful.",1,0,0,0,0,0
TFS#10:7,When we inquired about ports - the waitress listed off several but did not know taste variations or cost.,0,0,0,0,0,1
Z#9:0,"short and sweet  seating is great:it's romantic,cozy and private.",0,0,1,0,0,0
Z#9:1,The boths are not as small as some of the reviews make them out to look they're perfect for 2 people.,0,0,1,0,0,0
Z#9:3,The food was ok and fair nothing to go crazy.,1,0,0,0,0,0
Z#9:7,Will prob. not return but it is a great dinning experience to try atleast once.,0,1,0,0,0,0
NP#3:0,Impressed...,0,1,0,0,0,0
NP#3:3,"Servers are all different, Greg is my favorite.",0,0,0,0,0,1
NP#3:4,"Sometimes tables don't understand his sense of humor but it's refreshing to have a server who has personality, professionalism, and respects the privacy of your dinner.",0,0,0,0,0,1
NP#3:5,This is the first place I've been that a runner remembers my order... hope he likes his job because I have half a mind to steal him for my restaurant.,0,0,0,0,0,1
NP#3:7,"I go out to eat and like my courses, servers are patient and never rush courses or force another drink.",0,0,0,0,0,1
BHD#7:1,this place had ALL the trimmings and i mean all.,1,0,0,0,0,0
BHD#7:2,"peppers, onions, relish, chilli, cheeses, you NAME it.",1,0,0,0,0,0
CLF#5:0,BEST DINING EXPERIENCE IN THE WEST VILLAGE!,0,1,0,0,0,0
CLF#5:1,Stepping into Casa La Femme last night was a true experience unlike any other in New York!,0,1,0,0,0,0
CLF#5:3,The have a great cocktail with Citrus Vodka and lemon and lime juice and mint leaves that is to die for!,0,0,0,1,0,0
CLF#5:5,We were drawn into the belly dancing show that captivated the crowd.,0,0,1,0,0,0
CLF#5:6,I never write on these sites but this restaurant is def worth commending!,0,1,0,0,0,0
CLF#5:7,Great find in the West Village!,0,1,0,0,0,0
NP#4:0,Maggot in the food!,1,0,0,0,0,0
NP#4:3,"Nevertheless, I finished my plate, and that's when I found a maggot in mushroom sauce at the bottom.",1,0,0,0,0,0
NP#4:4,"I showed it to the manager, and he smilingly apologized and brought us two free desserts (but did not ask us what we wanted and so brought the last two desserts we would have asked for).",0,0,0,0,0,1
NP#4:5,"When the bill came, nothing was comped, so I told the manager very politely that we were willing to pay for the wine, but I didn't think I should have to pay for food with a maggot in it.",0,0,0,0,0,1
NP#4:7,"The manager finally said he would comp the two glasses of wine (which cost less than the food), and made it seem like a big concession.",0,0,0,0,0,1
NP#4:8,We paid and left because we didn't feel like arguing any more.,0,0,0,0,0,1
NP#4:9,"I have worked in restaurants and cook a lot, and there is no way a maggot should be able to get into well prepared food.",1,0,0,0,0,0
P#6:0,Unhygienic,1,0,0,0,0,0
P#6:1,I do not recommend.,0,1,0,0,0,0
P#6:3,I got hair in my food 2 times of then !,1,0,0,0,0,0
BzG#2:0,"Great place, great value.",0,1,0,0,0,0
BzG#2:1,"The food is flavorful, plentiful and reasonably priced.",1,0,0,0,0,0
BzG#2:2,The atmosphere is relaxed and casual.,0,0,1,0,0,0
BzG#2:3,It's a great place to order from or sit-in.,0,1,0,0,0,0
TVU#4:0,Awesome,0,1,0,0,0,0
TVU#4:1,"Inexpensive, unassuming, great time!",0,1,0,0,0,0
Z#2:0,Sushi experience was unbelievable with my fiance.,1,0,0,0,0,0
Z#2:1,Try it!,0,1,0,0,0,0
Z#2:2,Very pleased,0,1,0,0,0,0
Y#9:0,Good creative rolls!,1,0,0,0,0,0
Y#9:1,"Yamato is an excellent place to go if youre not into sashimi, or if you have friends who doesnt like sushi much.",0,1,0,0,0,0
Y#9:5,The appetizers are also delicious!,1,0,0,0,0,0
Z#5:0,Amazing food.,1,0,0,0,0,0
Z#5:1,Mazing interior.,0,0,1,0,0,0
Z#5:2,Great food!,1,0,0,0,0,0
Z#5:3,I've had my fair share of modern Japanese and this spot delivers.,1,0,0,0,0,0
Z#5:5,"If you're into being lost when you're just five feet from your table then hey, that's a good thing.",0,0,1,0,0,0
TM#4:0,"Indo Chinese food, pretty good...",1,0,0,0,0,0
TM#4:3,"My mom originally introduced me to this place, but even she (being Indian) feels the food can be somewhat over the top spicy and far too oily.",1,0,0,0,0,0
TM#4:4,Still we keep going back :),0,1,0,0,0,0
TFS#11:0,I was speechless by the horrible food.,1,0,0,0,0,0
TFS#11:1,"I attended a holiday dinner at the restaurant, and the food was majorly disappointing.",1,0,0,0,0,0
TFS#11:4,"I was so stunned, and I left the dinner hungry and majorly disappointing.",0,1,0,0,0,0
TFS#11:5,This place survives on reputation alone.,0,1,0,0,0,0
TFS#11:6,I will NEVER return.,0,1,0,0,0,0
ADLT#10:0,Best In ALL of NYC,0,1,0,0,0,0
ADLT#10:1,"This is the MOST wonderful restaurant in all of New York City, not just Brooklyn...",0,1,0,0,0,0
ADLT#10:2,"for 7 years they have put out the most tasty, most delicious food and kept it that way...",1,0,0,0,0,0
ADLT#10:5,you should travel from the Bronx to try it...,0,1,0,0,0,0
ADLT#10:7,so delicious!!!!!!,1,0,0,0,0,0
PP#3:0,Patsy's Pizza = true love,0,1,0,0,0,0
PP#3:1,Hands down the best pizza on the planet.,1,0,0,0,0,0
PP#3:3,"In about 12 minutes, the thing is gone.",1,0,0,0,0,0
BHD#6:0,great hot dogs..,1,0,0,0,0,0
BHD#6:1,the hot dogs were juicy and tender inside and had plenty of crunch and snap on the outside.,1,0,0,0,0,0
TM#5:0,great taste,1,0,0,0,0,0
TM#5:1,"Great, original taste.",1,0,0,0,0,0
TM#5:4,The only thing that strikes you is the decor?(not very pleasant).,0,0,1,0,0,0
TM#6:0,great food,1,0,0,0,0,0
TM#6:1,This place has great indian chinese food.,1,0,0,0,0,0
TM#6:2,The flavors are amazing and the value is phenomenal.,1,0,0,0,0,0
TM#6:3,"Be prepared to wait, because the place is pretty tiny.",0,1,0,0,0,0
TM#6:4,"Also, they do not take credit card so come with cash!",0,1,0,0,0,0
TM#6:6,"Best Indian Chinese in the city, by far!",1,0,0,0,0,0
TVU#6:0,AMAZING MY FAVORITE!!!,0,1,0,0,0,0
TVU#6:2,"I came across Village Underground by accident, now I go there all the time.",0,1,0,0,0,0
TVU#6:3,The martinis are amazing and very fairly priced.,0,0,0,1,0,0
TVU#6:6,You can get a table without a reservation if you get there early I they don't make you by bottles.,0,0,0,0,0,1
TVU#6:7,Which lets face it....at times it's a good thing.,0,0,0,0,0,1
TVU#6:8,In the end you end up with a fair tab and NOTHING BUT A GREAT TIME!!!,0,1,0,0,0,0
TVU#6:9,Highly recommended!,0,1,0,0,0,0
ADLT#3:0,"One of the best, if not THE best, restaurants in Park Slope (and NY in general)",0,1,0,0,0,0
ADLT#3:1,Everything on the menu is great. ,1,0,0,0,0,0
ADLT#3:2,This establishment is the real deal. ,0,1,0,0,0,0
TFS#5:2,But $500 for a dinner for two that didn't include Wine?,1,0,0,0,0,0
TFS#5:4,"Look, the appetizers were really good.",1,0,0,0,0,0
TFS#5:5,The entree was also very good.,1,0,0,0,0,0
TFS#5:6,"Can't argue about that, but they are clearly over priced.",1,0,0,0,0,0
TFS#5:8,"Yes, the place is classy and beautiful, but they most certainly target the uber whealthy Not the common joe that wants to go all out every once in a while.",0,1,1,0,0,0
TFS#5:12,Which of course is not real Kobe but Wagyu beef.,1,0,0,0,0,0
TFS#5:13,Surprised that a place of this caliber would advertise it as Kobe.,0,1,0,0,0,0
TFS#5:16,Vanison was good but not amazing.,1,0,0,0,0,0
TFS#5:17,Bison was quite excellent however.,1,0,0,0,0,0
TFS#5:18,Dessert: pure disaster.,1,0,0,0,0,0
TFS#5:19,Just not good at all.,1,0,0,0,0,0
TFS#5:20,Some Pineapple covered in a glaze of some kind and some pear tart thing Not impressive at all.,1,0,0,0,0,0
TFS#5:21,"I read reviews that called the restaurant too expensive and I thought to myself, but may be it is worth it.",0,1,0,0,0,0
TFS#5:23,"The Four Seasons has history and it is a sort of landmark of New York City restaurants, but trust me, they will charge you through the nose just so that you can say ""I've been to the four seasons restaurant"".",0,1,0,0,0,0
TFS#5:24,"I wanted to go there to see if it was worth it and sadly, curiousity got the best of me and I paid dearly for it.",0,1,0,0,0,0
TFS#5:27,"If you are going for the food, it will not be worth it.",1,0,0,0,0,0
TFS#5:29,"You would think they would make up for it with service, sadly, no.",0,0,0,0,0,1
CLF#3:0,Terrible Waste of money.. scammers,0,1,0,0,0,0
CLF#3:1,I agree that dining at Casa La Femme is like no other dining experience!,0,1,0,0,0,0
CLF#3:3,I am actually offended to have spent so much money on such a bad experience.,0,1,0,0,0,0
CLF#3:4,I literally just got back home after visiting Casa La Femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time.,0,1,0,0,0,0
CLF#3:6,"Our visit their to say the least, was an unpleasant and costly experience!",0,1,0,0,0,0
CLF#3:7,And even more so unpleasant because it was so costly for such an unpleasant experience.,0,1,0,0,0,0
CLF#3:8,We did arrive late for our reservation so I can not complain too much about the wait for a table.,0,0,0,0,0,1
CLF#3:9,Although we were told 10-15 minutes and it was more like 45 minutes.,0,0,0,0,0,1
CLF#3:10,We were ushered to the bar to wait momentarily and upon arrival were so excited.,0,1,0,0,0,0
CLF#3:11,The place is beautiful!,0,0,1,0,0,0
CLF#3:12,The hostess was very pleasant.,0,0,0,0,0,1
CLF#3:13,"However, our $14 drinks were were horrible!",0,0,0,1,0,0
CLF#3:14,"Once we finally got a table, despite indicating we wanted an alla carte menu we were pushed into a table that was only price fixed!",0,0,0,0,0,1
CLF#3:16,Our experience did not ever get any better.,0,1,0,0,0,0
CLF#3:17,For each course we waited over 1/2 hour to 45 minutes and were never offered a drink.,0,0,0,0,0,1
CLF#3:18,We also asked for Hooka six times and the waiter kept telling us one minute and never returning with the Hooka.,0,0,0,0,0,1
CLF#3:19,After the 4th time i asked again and the waiter than said after our dinner.,0,0,0,0,0,1
CLF#3:20,We asked for beverages and never received them.,0,0,0,0,0,1
CLF#3:21,We asked for sides which the waiter than admitted that he forgot to put in that part of our order.,0,0,0,0,0,1
CLF#3:22,My chicken was inedible as there were so many fatty lumps which i had to keep spitting out into my napkin.,1,0,0,0,0,0
CLF#3:23,I would not expect this for a $55 dinner.,1,0,0,0,0,0
CLF#3:24,By the time we finished our dinner we still had not received one beverage NOR hooka!,0,0,0,0,0,1
CLF#3:25,What we did do was waste 3 hours being trapped in a table waiting and waiting for food and drinks and hooka.. some of which we never received!,0,0,0,0,0,1
CLF#3:26,The only beverage we did receive was water in dirty glasses!,0,0,0,0,0,1
CLF#3:27,To top it all off.. the main reason we came to your restaurant was for the belly dancers and missed the first show as we were not seated yet and the 2nd belly dancer only danced at two tables in the back of the restaurant and never made it around to the other half of the restaurant.,0,1,0,0,0,1
CLF#3:30,"I have never left a restaurant feeling as if i was abused, and wasted my hard earned money.",0,1,0,0,0,0
CLF#3:31,MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much money to be treated terribly!,0,1,0,0,0,1
CLF#3:32,I wish I COULD be refunded!,0,1,0,0,0,0
BFC#9:0,Don't go with a larger group than 4! ,0,1,0,0,0,0
BFC#9:4,"At first we were a little taken aback, as this seemed to present a problem, although the restaurant looked fairly empty, but they hastily put the table together for us.",0,0,0,0,0,1
BFC#9:5,The menu is fairly simple without much descriptions. ,1,0,0,0,0,0
BFC#9:6,"There was no tap beer that evening, which was a disappointment. ",0,0,0,1,0,0
BFC#9:7,"Not much of a selection of bottled beer either, we went with Brahma. ",0,0,0,1,0,0
BFC#9:9,"The lobster knuckles (special of the day) were ok, but pretty tasteless.",1,0,0,0,0,0
BFC#9:10,"I believe there were 2 shrimp in the ""salt encrusted shrimp"" appetizer. ",1,0,0,0,0,0
BFC#9:14,"She replied ""well it would be more convenient for us if you ordered now, since you are a larger party, and it might get crowded."" ",0,0,0,0,0,1
BFC#9:16,The food arrived in about 15 minutes. ,0,0,0,0,0,1
BFC#9:17,I had the Thai style Fried Sea Bass...which was very good. ,1,0,0,0,0,0
BFC#9:19,I heard the lobster roll was excellent. ,1,0,0,0,0,0
BFC#9:20,"They seemed to continue to rush us along, taking plates without asking if we were done (my sister still had her fork in hand). ",0,0,0,0,0,1
BFC#9:21,"All in all the food was good - a little on the expensive side, but fresh. ",1,0,0,0,0,0
BFC#9:22,"Service not the friendliest to our ""large party""! ",0,0,0,0,0,1
BFC#9:23,Probably would not go back here.,0,1,0,0,0,0
BG#5:0,Great Indian food,1,0,0,0,0,0
BG#5:2,"Food was amazing - I love Indian food and eat it quite regularly, but I can say this is one of the best I've had.",1,0,0,0,0,0
BG#5:3,"Very ""normal Indian food"", but done really well.",1,0,0,0,0,0
BG#5:5,"Also, waiters try to push more food on you, like suggest things as if they are complimentary when they actually cost $.",0,0,0,0,0,1
BG#5:6,I don't appreciate places or people that try to drive up the bill without the patron's knowledge so that was a huge turnoff (more than the price).,0,1,0,0,0,1
BG#8:0,One of the BEST,0,1,0,0,0,0
BG#8:1,"Bukhara Grill, the tagline says it all.. ""INDIAN SPICE RAVE""",0,1,0,0,0,0
BG#8:3,The lunch buffet is expensive but is deff worth it.,1,0,0,0,0,0
BG#8:6,Bukhara is on my top 5 Indian places in NYC,0,1,0,0,0,0
DBG#2:0,Wretched and retching,0,1,0,0,0,0
DBG#2:4,For starters they delivered us someone else's order.,0,0,0,0,0,1
DBG#2:9,None was made so i hung up.,0,0,0,0,0,1
